accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate
0.6733300685882568,0.7310733199119568,0.7164469957351685,0.78669273853302,0.8375240564346313,0.4886985421180725,0.0010000000474974513
0.7240370512008667,0.791848361492157,0.6010770201683044,0.7729941010475159,0.8513170480728149,0.4969017803668976,0.0010000000474974513
0.7493905425071716,0.8164772391319275,0.5467348098754883,0.7749511003494263,0.8594228029251099,0.5040206909179688,0.0010000000474974513
0.7581667304039001,0.8260127902030945,0.5236031413078308,0.767123281955719,0.8585089445114136,0.5200169086456299,0.0010000000474974513
0.7698683738708496,0.8463442921638489,0.48327702283859253,0.7749511003494263,0.8683083057403564,0.49660152196884155,0.0005000000237487257
0.7747440338134766,0.8606005907058716,0.46005356311798096,0.7729941010475159,0.86577969789505,0.5286005735397339,0.0005000000237487257
